Process,Comm,IO,CPU,Total
12,1.821381,2.150697,6.065412,10.037490
12,1.828094,2.517984,6.055923,10.402001
13,1.808199,2.424618,6.019633,10.252450
13,1.813233,1.518407,5.842474,9.174114
13,1.811046,2.643068,6.028487,10.482601
13,1.813052,1.848483,5.834056,9.495591
13,1.813933,2.560849,6.022825,10.397607
13,1.818699,0.691318,5.836293,8.346311
13,1.797278,0.602840,6.026274,8.426392
13,1.814500,1.772284,5.837732,9.424516
13,1.818670,1.732836,6.026583,9.578089
13,1.814802,2.473883,5.836759,10.125444
14,1.900252,1.474897,5.729348,9.104496
14,1.854202,2.169052,6.410058,10.433312
14,1.899914,2.299977,5.732099,9.931991
14,1.846697,2.557050,6.399018,10.802765
14,1.892272,2.265372,5.727473,9.885117
14,1.851523,1.440883,6.408908,9.701314
14,1.898276,2.614699,5.730705,10.243680
14,1.847513,2.658511,6.415400,10.921424
14,1.892242,1.939883,5.727914,9.560039
14,1.846310,2.649007,6.411069,10.906386
15,1.766851,2.171042,5.677440,9.615333
15,1.723989,2.781242,6.504731,11.009962
15,1.781105,2.759676,5.631831,10.172611
15,1.724124,2.546050,6.487834,10.758007
15,1.783828,2.095138,5.629605,9.508571
15,1.723654,2.537813,6.486649,10.748115
15,1.775190,2.229254,5.627851,9.632295
15,1.727782,2.333146,6.489117,10.550046
15,1.783544,2.528758,5.626547,9.938849
15,1.725475,2.755616,6.478708,10.959799
16,1.892671,1.906117,5.633212,9.431999
16,1.884844,2.723943,6.604777,11.213563
16,1.277523,2.003678,6.128334,9.409536
16,1.276285,2.628558,6.029299,9.934143
16,1.277671,2.434231,6.028144,9.740046
16,1.280644,2.621739,6.028876,9.931259
16,1.880733,2.339347,6.599826,10.819907
16,1.273231,2.686667,6.028337,9.988235
16,1.879106,2.729174,6.595760,11.204039
16,1.278910,2.697255,6.026014,10.002179
17,1.195027,1.463769,6.124420,8.783215
17,1.733576,2.394966,6.861729,10.990271
17,1.199907,2.557433,6.121865,9.879205
17,1.764674,2.644244,5.778087,10.187005
17,1.196249,2.518289,6.126768,9.841305
17,1.657318,0.524170,7.302045,9.483533
17,1.199215,2.741848,6.127150,10.068213
17,1.769777,2.822085,5.773755,10.365617
17,1.188511,3.451414,8.345735,12.985660
17,1.197601,3.127709,6.121630,10.446941
18,1.779397,0.499539,7.106469,9.385406
18,1.180218,1.532550,5.947456,8.660225
18,1.224770,3.891582,5.986962,11.103315
18,1.831161,3.318115,5.903266,11.052542
18,1.839317,1.150570,5.633115,8.623002
18,1.223674,2.641499,5.993038,9.858211
18,1.773634,2.581556,7.114360,11.469550
18,1.857586,2.771138,5.639789,10.268513
18,1.841779,2.876947,5.600574,10.319300
18,1.835078,2.085572,5.601777,9.522427
19,1.225323,1.610173,5.731391,8.566887
19,2.899501,2.791560,8.294387,13.985448
19,1.744139,1.920067,5.597402,9.261609
19,1.200127,0.449061,6.622002,8.271190
19,2.871098,1.895002,8.185386,12.951486
19,1.208570,2.582860,5.895947,9.687376
19,2.839701,0.530158,8.221962,11.591822
19,1.213645,1.683908,5.882337,8.779890
19,2.846942,0.583793,8.218259,11.648994
19,1.206193,1.461312,5.890448,8.557952
20,1.294001,1.959906,5.695397,8.949303
20,1.770665,0.532725,9.355481,11.658871
20,1.624969,0.487039,5.373964,7.485972
20,1.294457,2.511021,5.701890,9.507368
20,1.780488,2.728137,9.337001,13.845626
20,1.287354,2.634346,5.714477,9.636177
20,1.802854,2.823888,7.755058,12.381800
20,1.291078,2.599632,5.709949,9.600658
20,1.279133,2.893955,5.821893,9.994982
20,1.288487,2.685733,5.705633,9.679853
21,1.195040,2.623009,5.734920,9.552968
21,1.759745,1.196939,5.270045,8.226729
21,1.716853,0.472233,8.300045,10.489131
21,1.225865,2.651262,5.808542,9.685668
21,1.184481,2.597794,5.733535,9.515811
21,1.747560,2.275152,8.129594,12.152306
21,1.748858,2.049401,5.278257,9.076516
21,1.192483,1.575093,5.727940,8.495516
21,1.733265,2.691099,5.283232,9.707595
21,1.736803,2.573511,5.278496,9.588810
22,1.785391,1.115051,5.176970,8.077411
22,1.214660,0.420540,5.667498,7.302698
22,1.788800,2.882029,5.174163,9.844992
22,1.219268,2.674915,5.669099,9.563283
22,1.228363,0.462537,5.654418,7.345318
22,1.998067,1.935099,9.445024,13.378190
22,1.223632,0.460288,5.670003,7.353922
22,1.796903,1.900474,5.161240,8.858618
22,1.214709,2.066275,5.662902,8.943886
22,1.788086,2.725192,5.178634,9.691912
23,1.282319,2.740085,5.627854,9.650257
23,1.205595,0.923204,5.732153,7.860952
23,1.295481,2.734216,5.614880,9.644578
23,1.282448,1.567818,5.614186,8.464451
23,1.296617,2.247229,5.616486,9.160332
23,1.274468,2.692328,5.613831,9.580628
23,1.300437,0.446939,5.599190,7.346566
23,1.273467,2.262182,5.618172,9.153821
23,1.266663,2.652906,6.955990,10.875560
23,1.261946,2.716387,5.649782,9.628114
24,1.268193,2.692914,5.637621,9.598727
24,1.274321,0.434498,5.616828,7.325648
24,1.267257,2.624227,5.630136,9.521619
24,1.284199,2.746720,5.614328,9.645247
24,1.270478,2.428582,5.622893,9.321953
24,1.275563,2.670919,5.610005,9.556487
24,1.280448,2.249446,5.610778,9.140672
24,1.275970,1.827592,5.601546,8.705109
24,1.276965,0.452268,5.605108,7.334341
24,1.289115,2.654150,5.600620,9.543885
